"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"SSH1"	2.44949300557958e-05	0.491035703172484	0.277	0.128	0.650658827072104	"3"	"SSH1"
"PMVK"	2.46054015968125e-05	0.778340974776134	0.411	0.222	0.653593282616132	"3"	"PMVK"
"RP11-500M8.7"	2.46554770402008e-05	0.328066592134123	0.304	0.142	0.654923436618854	"3"	"RP11-500M8.7"
"LINC00265"	2.47082360390982e-05	1.07785807181784	0.33	0.173	0.656324873906565	"3"	"LINC00265"
"NBAS"	2.48921461093299e-05	0.751598870587042	0.286	0.138	0.66121007710213	"3"	"NBAS"
"SLC7A5"	2.49115233135086e-05	1.02048098001848	0.366	0.206	0.66172479377673	"3"	"SLC7A5"
"EHMT11"	2.52390707713741e-05	0.471229824446821	0.536	0.336	0.67042543690001	"3"	"EHMT1"
"HN1"	2.6075351439923e-05	0.344184209664599	0.545	0.31	0.692639560298675	"3"	"HN1"
"TMC6"	2.61030796019988e-05	0.302205082671565	0.848	0.605	0.693376103467893	"3"	"TMC6"
"PSD41"	2.64513156446572e-05	0.461472931163504	0.527	0.333	0.702626297469028	"3"	"PSD4"
"MTFP1"	2.66616893022669e-05	0.346108095185821	0.295	0.133	0.708214452936117	"3"	"MTFP1"
"GRSF11"	2.679186166752e-05	0.402830721776336	0.607	0.372	0.711672221474335	"3"	"GRSF1"
"GAPDHP65"	2.77916628015978e-05	1.18944736101121	0.643	0.497	0.738229938998844	"3"	"GAPDHP65"
"TXN2"	2.80846891652303e-05	0.596220647584548	0.384	0.2	0.746013598296014	"3"	"TXN2"
"USP15"	2.90032639697276e-05	0.319766334855	0.741	0.511	0.770413700827874	"3"	"USP15"
"GID8"	2.97946357547703e-05	0.504665886497499	0.295	0.138	0.791434909553964	"3"	"GID8"
"PTTG1"	3.05860031469012e-05	0.460367808991094	0.438	0.231	0.812456001591135	"3"	"PTTG1"
"PYCARD"	3.13192090767637e-05	0.618255458647132	0.366	0.183	0.831932150706074	"3"	"PYCARD"
"HLA-DPB1"	3.16701479564424e-05	0.347419328198674	0.768	0.488	0.841254140166981	"3"	"HLA-DPB1"
"GAPDHP63"	3.31866781074113e-05	0.920965857034975	0.411	0.238	0.881537730567166	"3"	"GAPDHP63"
"MAPKAPK2"	3.343348633755e-05	0.46162128377683	0.268	0.125	0.88809369758434	"3"	"MAPKAPK2"
"ASCC2"	3.4608015704098e-05	0.271879811319515	0.42	0.227	0.919292721147955	"3"	"ASCC2"
"SLC3A2"	3.49852225570767e-05	0.575941828909457	0.589	0.389	0.929312466783629	"3"	"SLC3A2"
"RP11-311C24.1"	3.61659096257707e-05	0.810760508763838	0.277	0.132	0.960675057389347	"3"	"RP11-311C24.1"
"POP4"	3.66837616721506e-05	0.516939838166982	0.339	0.174	0.974430761297337	"3"	"POP4"
"AK3"	3.79914969973672e-05	0.684215103824682	0.295	0.14	1	"3"	"AK3"
"AC024592.12"	3.80313177728146e-05	3.293840648841	0.491	0.276	1	"3"	"AC024592.12"
"RPSAP15"	3.82069131617805e-05	0.409137335917311	0.714	0.485	1	"3"	"RPSAP15"
"STX10"	3.86114294624631e-05	0.632785415085554	0.304	0.148	1	"3"	"STX10"
"RHOA"	3.92647623973464e-05	0.304797713588373	0.973	0.83	1	"3"	"RHOA"
"MATR3"	3.98195780006255e-05	0.368586628456903	0.902	0.738	1	"3"	"MATR3"
"PSMC2"	4.00854206075999e-05	0.302549578895936	0.42	0.225	1	"3"	"PSMC2"
"SSNA1"	4.03448915111187e-05	0.638974047627119	0.375	0.198	1	"3"	"SSNA1"
"NCKAP1L"	4.09280168929086e-05	0.299323539729775	0.536	0.318	1	"3"	"NCKAP1L"
"GTF3C6"	4.20828802808518e-05	0.304878358080892	0.455	0.249	1	"3"	"GTF3C6"
"CSK"	4.30004665591506e-05	0.51422484533842	0.616	0.415	1	"3"	"CSK"
"DDIT4"	4.37323901524605e-05	0.61096442075363	0.866	0.675	1	"3"	"DDIT4"
"SUB1"	4.57714412651635e-05	0.437002734470626	0.884	0.678	1	"3"	"SUB1"
"ERO1L"	4.67115340817103e-05	0.584187388306255	0.589	0.367	1	"3"	"ERO1L"
"HLA-DRA"	4.98175879319314e-05	0.945694490810608	0.554	0.386	1	"3"	"HLA-DRA"
"HMGN1P38"	5.10929150340304e-05	0.301842886711922	0.562	0.373	1	"3"	"HMGN1P38"
"ARHGDIB"	5.20433331849499e-05	0.268052683181315	1	0.965	1	"3"	"ARHGDIB"
"UBE2N"	5.22971106553954e-05	0.505401746914321	0.589	0.385	1	"3"	"UBE2N"
"GLYR1"	5.23104296227326e-05	0.287694999970068	0.438	0.251	1	"3"	"GLYR1"
"AP2B1"	5.31958647477246e-05	0.295329111490563	0.562	0.364	1	"3"	"AP2B1"
"KEAP1"	5.37826567082763e-05	0.286343343903662	0.312	0.152	1	"3"	"KEAP1"
"LYPLA1"	5.57939740176061e-05	0.367343073843232	0.411	0.239	1	"3"	"LYPLA1"
"YWHAZP3"	5.57944417965941e-05	0.395568427795919	0.946	0.829	1	"3"	"YWHAZP3"
"LAG3"	5.6648677054771e-05	0.409833623244349	0.286	0.14	1	"3"	"LAG3"
"ICAM3"	5.70746800217024e-05	0.300720581482185	0.768	0.54	1	"3"	"ICAM3"
"CNST"	5.71195732882274e-05	0.255625507996317	0.554	0.355	1	"3"	"CNST"
"HLA-L"	5.74047087464444e-05	0.69738047615154	0.991	0.939	1	"3"	"HLA-L"
"NRAS1"	5.81713325170888e-05	0.852861180445596	0.321	0.167	1	"3"	"NRAS"
"CTD-2521M24.9"	5.88371929370008e-05	0.780584836779132	0.259	0.12	1	"3"	"CTD-2521M24.9"
"TRIM69"	5.89107132078658e-05	0.586930008163232	0.455	0.263	1	"3"	"TRIM69"
"SMIM19"	5.92338382137308e-05	0.375175055802941	0.25	0.112	1	"3"	"SMIM19"
"LY6E"	6.10920604173136e-05	0.318731720847159	0.839	0.591	1	"3"	"LY6E"
"PPA11"	6.22311635024665e-05	0.33924311489619	0.509	0.309	1	"3"	"PPA1"
"HLA-DRB51"	6.2648601090834e-05	0.901428544193115	0.643	0.45	1	"3"	"HLA-DRB5"
"CALM3"	6.27137088504725e-05	0.424834593428471	0.821	0.704	1	"3"	"CALM3"
"PCBP1"	6.27878040522534e-05	0.288724895927968	0.75	0.556	1	"3"	"PCBP1"
"ZCRB1"	6.31281218285052e-05	0.361168111062629	0.348	0.177	1	"3"	"ZCRB1"
"CHMP51"	6.32831551084065e-05	0.457883763234195	0.42	0.232	1	"3"	"CHMP5"
"NDUFB31"	6.39147687615463e-05	0.646147761593966	0.455	0.272	1	"3"	"NDUFB3"
"EXOSC1"	6.42534141198161e-05	0.396449074286753	0.375	0.192	1	"3"	"EXOSC1"
"MRPL33"	6.43353500403315e-05	0.45594469797887	0.402	0.219	1	"3"	"MRPL33"
"TXN"	6.71271137429352e-05	0.453578317832893	0.554	0.337	1	"3"	"TXN"
"C19orf43"	6.82318055045722e-05	0.360790848922178	0.384	0.205	1	"3"	"C19orf43"
"CTNNB11"	6.98769938494331e-05	0.453238742943421	0.911	0.784	1	"3"	"CTNNB1"
"ALDOC"	7.37908290832303e-05	0.676529824638807	0.25	0.112	1	"3"	"ALDOC"
"CMC2"	7.53536880618945e-05	0.253156974581911	0.527	0.323	1	"3"	"CMC2"
"COPG1"	7.58673913769294e-05	0.698006214505394	0.411	0.239	1	"3"	"COPG1"
"PHF19"	7.62821179940835e-05	1.04802610833587	0.312	0.166	1	"3"	"PHF19"
"HLA-F"	7.64437736301688e-05	0.381001911227548	1	0.99	1	"3"	"HLA-F"
"KCNAB2"	7.83859304748117e-05	0.435157897308601	0.732	0.521	1	"3"	"KCNAB2"
"SNX5"	7.99507576095265e-05	0.373752955888948	0.625	0.41	1	"3"	"SNX5"
"TUBBP1"	8.68752579659032e-05	0.364554975221745	0.259	0.121	1	"3"	"TUBBP1"
"H3F3AP4"	8.7883533355034e-05	0.334804910987767	0.982	0.797	1	"3"	"H3F3AP4"
"PSMA21"	8.88017288730304e-05	0.444059659092828	0.786	0.498	1	"3"	"PSMA2"
"ASCC1"	8.89488444073966e-05	0.25791734725661	0.446	0.277	1	"3"	"ASCC1"
"C15orf57"	9.07769528487361e-05	0.302371300765133	0.348	0.179	1	"3"	"C15orf57"
"HCG4P7"	9.19717093395138e-05	1.09982876872713	0.473	0.29	1	"3"	"HCG4P7"
"NEDD9"	9.20706863770399e-05	0.407844655892431	0.679	0.474	1	"3"	"NEDD9"
"NDUFB4"	9.29942745159356e-05	0.373225333779175	0.455	0.267	1	"3"	"NDUFB4"
"PSMB8"	9.49661576394545e-05	0.311125086292291	0.857	0.629	1	"3"	"PSMB8"
"PGAM4"	9.60817536603339e-05	0.261742951798242	0.304	0.157	1	"3"	"PGAM4"
"RPS4XP221"	9.68647687477013e-05	0.479907671556941	0.804	0.588	1	"3"	"RPS4XP22"
"SLC35D1"	9.75177062570531e-05	0.428951970091473	0.312	0.161	1	"3"	"SLC35D1"
"TFRC"	0.000100783467055122	0.490699544583904	0.786	0.641	1	"3"	"TFRC"
"ATP5G1"	0.000100930906791842	0.360776604831116	0.375	0.196	1	"3"	"ATP5G1"
"EMC7"	0.000104497666495917	0.387112765847972	0.473	0.265	1	"3"	"EMC7"
"DUSP11"	0.000110881209972293	0.466257809988663	0.295	0.149	1	"3"	"DUSP11"
"EIF4EBP2"	0.000112944352262231	0.560465663670394	0.554	0.359	1	"3"	"EIF4EBP2"
"FERMT3"	0.000112965708781088	0.277561857102192	0.616	0.383	1	"3"	"FERMT3"
"ERH"	0.000120796855541003	0.312148132080635	0.509	0.304	1	"3"	"ERH"
"VAMP5"	0.00012115046476978	0.419400052668422	0.42	0.231	1	"3"	"VAMP5"
"LSM5"	0.000122380128710701	0.507784778745426	0.259	0.122	1	"3"	"LSM5"
"CALHM2"	0.000123640078697434	0.368346264006812	0.277	0.134	1	"3"	"CALHM2"
"NDFIP2"	0.000125496133337433	0.400203463169687	0.411	0.234	1	"3"	"NDFIP2"
"TRAK2"	0.00012681216802517	0.569400462036208	0.304	0.16	1	"3"	"TRAK2"
"SYNE3"	0.000126851550051556	0.360931497908821	0.259	0.126	1	"3"	"SYNE3"
"ZCCHC61"	0.000126856659553934	0.286688614887598	0.545	0.345	1	"3"	"ZCCHC6"
"LUZP1"	0.000131725101903578	0.584163607114027	0.393	0.225	1	"3"	"LUZP1"
"NPLOC4"	0.000133541068146531	0.373148812765269	0.304	0.161	1	"3"	"NPLOC4"
"CARD11"	0.000135971707567153	0.258959784677028	0.357	0.199	1	"3"	"CARD11"
"NDUFB6"	0.000136012135142969	0.65437076380141	0.429	0.255	1	"3"	"NDUFB6"
"MRFAP1L1"	0.000138835345730862	0.292199308613306	0.482	0.288	1	"3"	"MRFAP1L1"
"PRKCSH1"	0.000138839731532304	0.266210647589991	0.589	0.408	1	"3"	"PRKCSH"
"ANKRD10"	0.000141093627393613	0.546349236900888	0.92	0.812	1	"3"	"ANKRD10"
"PMAIP1"	0.000142144311942435	0.331920882543871	0.652	0.435	1	"3"	"PMAIP1"
"ANP32A"	0.000144643808431187	0.662639008230766	0.607	0.416	1	"3"	"ANP32A"
"CD3D"	0.000144684551026389	0.292177223083709	0.964	0.832	1	"3"	"CD3D"
"LRCH3"	0.000145714213680502	0.35736449238108	0.429	0.259	1	"3"	"LRCH3"
"EIF4E2"	0.000147327137947392	0.350186693198227	0.366	0.201	1	"3"	"EIF4E2"
"TRAC1"	0.000151733366426556	0.330706624218848	1	0.96	1	"3"	"TRAC"
"RP11-345J4.6"	0.000152741036796111	0.515505410582076	0.857	0.664	1	"3"	"RP11-345J4.6"
"ITGB1BP1"	0.00015422271199556	0.360320529849449	0.348	0.181	1	"3"	"ITGB1BP1"
"RANGRF"	0.000154684138754465	0.382820625225115	0.286	0.138	1	"3"	"RANGRF"
"NIPA21"	0.000156601998215519	0.338267667482748	0.375	0.204	1	"3"	"NIPA2"
"RPL15P3"	0.000157980404986804	0.4019260270957	0.83	0.634	1	"3"	"RPL15P3"
"MTMR6"	0.000158299167230242	0.470974173904413	0.312	0.166	1	"3"	"MTMR6"
"UBR7"	0.000160401430049757	1.12264895807261	0.259	0.13	1	"3"	"UBR7"
"FAM96A"	0.000161691423862505	0.300895943254602	0.384	0.207	1	"3"	"FAM96A"
"LDHAP41"	0.000162540944809283	0.712452750120142	0.75	0.546	1	"3"	"LDHAP4"
"MUS811"	0.000165829270352052	0.408031052878272	0.384	0.221	1	"3"	"MUS81"
"PROSC1"	0.000173464178375886	0.384407587202245	0.304	0.152	1	"3"	"PROSC"
"HLA-H"	0.000178606485300537	0.568955780724496	1	0.998	1	"3"	"HLA-H"
"ARPC5"	0.000178823548848924	0.344830219470962	0.777	0.53	1	"3"	"ARPC5"
"SLC11A2"	0.000180080189554525	0.315015722720528	0.295	0.151	1	"3"	"SLC11A2"
"TRAF2"	0.000182930589840044	0.345820044327086	0.33	0.175	1	"3"	"TRAF2"
"ARPC5L1"	0.000185539571769262	0.29301537040813	0.438	0.258	1	"3"	"ARPC5L"
"SNRNP35"	0.000186959524296361	0.380876133369329	0.321	0.169	1	"3"	"SNRNP35"
"CAB39"	0.000195727985269189	0.408105449530689	0.42	0.258	1	"3"	"CAB39"
"MSL2"	0.000196986805553574	0.46379112450343	0.429	0.259	1	"3"	"MSL2"
"PARK7"	0.000200875221190276	0.37516856222669	0.875	0.613	1	"3"	"PARK7"
"CAP1"	0.000210075139902625	0.295404199917259	0.964	0.702	1	"3"	"CAP1"
"SDF4"	0.000213023621619684	0.423821503257274	0.473	0.295	1	"3"	"SDF4"
"DNAJA2"	0.000213108252046479	0.264805643964838	0.571	0.375	1	"3"	"DNAJA2"
"TMCO1"	0.000216147875587548	0.397745423501735	0.527	0.331	1	"3"	"TMCO1"
"GNG51"	0.000217597500268079	0.454236659678759	0.652	0.441	1	"3"	"GNG5"
"ZNF101"	0.000220690888650294	0.845971658183858	0.33	0.184	1	"3"	"ZNF101"
"ECD"	0.000232028765918751	0.486370238949279	0.375	0.221	1	"3"	"ECD"
"TAOK31"	0.000243751533708493	0.457996755229491	0.464	0.286	1	"3"	"TAOK3"
"EIF4G21"	0.000244053877261183	0.381124829757887	0.938	0.804	1	"3"	"EIF4G2"
"TPI12"	0.000244166397559836	0.322289656885035	0.938	0.73	1	"3"	"TPI1"
"AC011933.1"	0.000244511107798179	0.44994806204638	0.625	0.436	1	"3"	"AC011933.1"
"LDHB"	0.000250687898706746	0.327034274359654	0.929	0.728	1	"3"	"LDHB"
"HSPB11"	0.000255073211114526	0.497880110353739	0.366	0.202	1	"3"	"HSPB11"
"COX10-AS1"	0.000260036174864004	0.669155323250692	0.286	0.15	1	"3"	"COX10-AS1"
"TCEB2"	0.000260274468436733	0.255450447778653	0.714	0.48	1	"3"	"TCEB2"
"PPP6R31"	0.000264780088467283	0.291025284484959	0.723	0.548	1	"3"	"PPP6R3"
"MED16"	0.000265703210455344	0.263120595984079	0.295	0.15	1	"3"	"MED16"
"LSM4"	0.000266573768502729	0.3985134621845	0.411	0.241	1	"3"	"LSM4"
"CHP1"	0.0002688054541478	0.252322682233162	0.723	0.479	1	"3"	"CHP1"
"TAPSAR1"	0.000269955627682223	0.268438423080976	0.795	0.574	1	"3"	"TAPSAR1"
"YIPF4"	0.000271774682794128	0.577632109501929	0.446	0.291	1	"3"	"YIPF4"
"PPP1CA"	0.000271874028987489	0.361156134688446	0.83	0.623	1	"3"	"PPP1CA"
"GAPDHP72"	0.0002819839989719	1.07905169836978	0.339	0.195	1	"3"	"GAPDHP72"
"SEC11C"	0.000285423890374119	0.799495079232452	0.545	0.365	1	"3"	"SEC11C"
"SHKBP1"	0.000303340650305098	0.270652624320981	0.518	0.322	1	"3"	"SHKBP1"
"UQCC2"	0.000304409550980352	0.958267007552463	0.259	0.132	1	"3"	"UQCC2"
"SLC39A1"	0.000331264377039697	0.290815885960221	0.304	0.159	1	"3"	"SLC39A1"
"AATF"	0.000334770739921389	0.343069550618988	0.393	0.222	1	"3"	"AATF"
"VAPA"	0.000337955815587183	0.540549106184489	0.616	0.459	1	"3"	"VAPA"
"PSMD111"	0.000341646887721231	0.255221500342287	0.607	0.426	1	"3"	"PSMD11"
"NT5C3A"	0.000347565055728504	0.570037593985155	0.429	0.281	1	"3"	"NT5C3A"
"YIF1A"	0.000348106095958145	0.407454739990506	0.357	0.196	1	"3"	"YIF1A"
"FUNDC2"	0.000350848067783266	0.481247354514929	0.357	0.199	1	"3"	"FUNDC2"
"DDHD1"	0.000353147393171796	0.421846537645342	0.554	0.353	1	"3"	"DDHD1"
"LDLRAD41"	0.000353888930195379	0.430051981301366	0.518	0.35	1	"3"	"LDLRAD4"
"EEF1A1P16"	0.000360472097534462	0.816954994885376	0.33	0.189	1	"3"	"EEF1A1P16"
"ARPC2"	0.000362006432071601	0.322855036253737	0.982	0.896	1	"3"	"ARPC2"
"ATP6V0E2"	0.000369628344480085	0.422368334944364	0.438	0.255	1	"3"	"ATP6V0E2"
"HMGN2P5"	0.000372899925690363	0.428792814050144	0.589	0.381	1	"3"	"HMGN2P5"
"GMFB"	0.000374270382958354	0.506567652764378	0.268	0.136	1	"3"	"GMFB"
"LSP1"	0.000400087675769938	0.370647997992272	0.982	0.795	1	"3"	"LSP1"
"FAM222B"	0.000400671098434112	0.375550659655451	0.259	0.132	1	"3"	"FAM222B"
"NXT1"	0.000403635494745525	0.260674507099184	0.25	0.121	1	"3"	"NXT1"
"GTF2H11"	0.000408535891638881	0.610861036029602	0.268	0.139	1	"3"	"GTF2H1"
"MAN2B11"	0.000423831780083669	0.395158573187349	0.438	0.263	1	"3"	"MAN2B1"
"TRAPPC51"	0.000429783654138855	0.406253330617266	0.348	0.195	1	"3"	"TRAPPC5"
"CBWD2"	0.000435988111930303	0.375755374790595	0.42	0.271	1	"3"	"CBWD2"
"SUCLG2"	0.000444428358482688	0.263920978498673	0.393	0.225	1	"3"	"SUCLG2"
"BIRC31"	0.000445793110425709	0.321771479682699	0.884	0.749	1	"3"	"BIRC3"
"SPCS1"	0.000449778580582218	0.38938845879788	0.714	0.487	1	"3"	"SPCS1"
"SUMO2"	0.000453262258553925	0.315503555691144	0.929	0.77	1	"3"	"SUMO2"
"DERL1"	0.000456480476587172	0.270994899384037	0.518	0.352	1	"3"	"DERL1"
"TUSC2"	0.000458443957664051	0.751376759248346	0.277	0.148	1	"3"	"TUSC2"
"RAB1B"	0.000465259545933252	0.441508410616281	0.679	0.482	1	"3"	"RAB1B"
"SLC25A38"	0.000481305852410063	0.288332711318251	0.348	0.195	1	"3"	"SLC25A38"
"CBWD3"	0.000503867269967959	0.445410215489556	0.277	0.146	1	"3"	"CBWD3"
"CYBA"	0.000522036146376791	0.324221548477697	0.455	0.281	1	"3"	"CYBA"
"APOL3"	0.000530664693916149	0.498948946870524	0.33	0.189	1	"3"	"APOL3"
"AC013269.1"	0.000539413988806774	1.07671702113626	0.25	0.125	1	"3"	"AC013269.1"
"EEF1A1P10"	0.000543926093725496	3.27237535101341	0.366	0.222	1	"3"	"EEF1A1P10"
"LARP7"	0.000552050009681974	0.557039604367876	0.321	0.184	1	"3"	"LARP7"
"PPP1R11"	0.000553952903568341	0.632056446544324	0.402	0.249	1	"3"	"PPP1R11"
"POMP"	0.000554600663754708	0.32911684139777	0.661	0.478	1	"3"	"POMP"
"RAB5A"	0.00056387712319807	0.550258049457161	0.339	0.196	1	"3"	"RAB5A"
"EFCAB14"	0.000572184872879552	0.293004043867656	0.518	0.349	1	"3"	"EFCAB14"
"RPS27L"	0.000572339014915503	0.257015612308759	0.509	0.328	1	"3"	"RPS27L"
"MRPS14"	0.000582172409833014	0.401007571328723	0.25	0.126	1	"3"	"MRPS14"
"HIGD2A1"	0.00058431116935117	0.361614957973465	0.625	0.407	1	"3"	"HIGD2A"
"HAVCR2"	0.000590914016156093	0.372257656396368	0.348	0.203	1	"3"	"HAVCR2"
"H3F3A"	0.000592484751115949	0.25472589384003	0.982	0.811	1	"3"	"H3F3A"
"TAGLN2P1"	0.000611153597418872	0.802604803350038	0.348	0.197	1	"3"	"TAGLN2P1"
"RAB141"	0.000618488421386577	0.48044957262409	0.348	0.202	1	"3"	"RAB14"
"YWHAZP5"	0.000622081896561498	0.321716629357433	0.938	0.802	1	"3"	"YWHAZP5"
"MAN1A2"	0.000630524758964497	0.258835559932539	0.348	0.21	1	"3"	"MAN1A2"
"CLEC16A"	0.000638983791838054	0.485473909240907	0.348	0.209	1	"3"	"CLEC16A"
"CFL1"	0.000639607639200439	0.304199515875641	1	0.983	1	"3"	"CFL1"
"HSD17B10"	0.00064628980536227	0.526796468366719	0.304	0.165	1	"3"	"HSD17B10"
"NAPG"	0.000659117218661381	0.255736329988178	0.33	0.186	1	"3"	"NAPG"
"BST21"	0.000660377612338133	0.295916569256837	0.625	0.394	1	"3"	"BST2"
"RP11-307L3.2"	0.000663222355359124	0.656291586244412	0.277	0.147	1	"3"	"RP11-307L3.2"
"DCTN5"	0.00068184899643358	0.418151143233754	0.304	0.168	1	"3"	"DCTN5"
"RP11-101E13.5"	0.000682624926676767	0.461051373545214	0.375	0.219	1	"3"	"RP11-101E13.5"
"HSH2D"	0.000694833486205016	0.728324543641991	0.277	0.153	1	"3"	"HSH2D"
"PHPT1"	0.000697903962986701	0.485951287787069	0.375	0.224	1	"3"	"PHPT1"
"STK24"	0.000712957505452767	0.333444013131006	0.277	0.153	1	"3"	"STK24"
"WASH3P"	0.000722788325238139	0.956348549948379	0.518	0.349	1	"3"	"WASH3P"
"CAPN1"	0.000722942137246709	0.292555587059082	0.491	0.318	1	"3"	"CAPN1"
"TRPM7"	0.00072975473912184	0.309669250247318	0.491	0.326	1	"3"	"TRPM7"
"CD381"	0.000733941144898983	0.265988172336506	0.464	0.302	1	"3"	"CD38"
"SLC4A1AP"	0.000750945999756139	0.933928253130356	0.25	0.133	1	"3"	"SLC4A1AP"
"NCOR2"	0.000768447767462996	0.915195808312307	0.375	0.23	1	"3"	"NCOR2"
"TDP1"	0.000772274747425719	0.429888502508591	0.304	0.172	1	"3"	"TDP1"
"GAPDHP60"	0.000842165908408134	2.10786775373559	0.366	0.228	1	"3"	"GAPDHP60"
"SLC35C2"	0.000843657997479068	0.258713006128069	0.304	0.169	1	"3"	"SLC35C2"
"PSMC1P1"	0.00084378571887401	0.356540156758286	0.357	0.219	1	"3"	"PSMC1P1"
"MPDU1"	0.000846265198734502	0.519753068622789	0.304	0.166	1	"3"	"MPDU1"
"CALU"	0.000867093383048019	0.300278974431894	0.259	0.137	1	"3"	"CALU"
"ATXN101"	0.000872113732830806	0.403867671829751	0.464	0.29	1	"3"	"ATXN10"
"GABPB11"	0.000886746937468955	0.650091097629623	0.375	0.231	1	"3"	"GABPB1"
"NNT-AS1"	0.000886920488097992	0.641142194598512	0.25	0.134	1	"3"	"NNT-AS1"
"SSR4"	0.000889579836359394	0.263476343007738	0.723	0.503	1	"3"	"SSR4"
"USP5"	0.000902271597504549	0.468550325381806	0.25	0.13	1	"3"	"USP5"
"TAF1C"	0.000916719557428501	0.470676243182272	0.286	0.157	1	"3"	"TAF1C"
"MRPL52"	0.000925468210291221	0.753218241186886	0.268	0.146	1	"3"	"MRPL52"
"ERAP21"	0.000947716451626785	0.284129893385099	0.429	0.28	1	"3"	"ERAP2"
"CCNC"	0.000978941749021063	0.65526947350406	0.304	0.176	1	"3"	"CCNC"
"FAM103A1"	0.000983968972060064	0.266032787733703	0.295	0.162	1	"3"	"FAM103A1"
"PCYOX1L"	0.00100393724645201	0.39488635721043	0.277	0.152	1	"3"	"PCYOX1L"
"SIRPG"	0.0010240246625083	0.389012606843792	0.723	0.534	1	"3"	"SIRPG"
"RP11-516A11.1"	0.00102905624067057	0.454791235141547	0.384	0.241	1	"3"	"RP11-516A11.1"
"TRIM21"	0.00103133335193219	0.260585586386741	0.286	0.154	1	"3"	"TRIM21"
"TBC1D10C"	0.00103834638399198	0.352268672542136	0.714	0.553	1	"3"	"TBC1D10C"
"C18orf25"	0.00105222888754135	0.444533901165796	0.348	0.206	1	"3"	"C18orf25"
"AC012379.1"	0.00109571688884083	0.327940707430722	0.438	0.278	1	"3"	"AC012379.1"
"TMBIM6"	0.00109660895247406	0.274048537037622	0.875	0.748	1	"3"	"TMBIM6"
"OXCT1"	0.00110752500772596	0.4047971253553	0.402	0.253	1	"3"	"OXCT1"
"FNIP1"	0.00115876377720786	0.373368685933356	0.321	0.19	1	"3"	"FNIP1"
"ATP5O"	0.00116014648638281	0.334004367945443	0.554	0.363	1	"3"	"ATP5O"
"RBM8B"	0.0011660484275705	0.391108084123079	0.277	0.15	1	"3"	"RBM8B"
"AC004797.1"	0.00117836469207503	0.360851994498294	0.438	0.271	1	"3"	"AC004797.1"
"PPDPF"	0.00122177329037541	0.52741712800224	0.402	0.258	1	"3"	"PPDPF"
"LAIR2"	0.00122528598143341	0.468316468720971	0.259	0.136	1	"3"	"LAIR2"
"TADA3"	0.00123573602429114	0.369777613542782	0.411	0.251	1	"3"	"TADA3"
"IFT80"	0.00125517783933521	0.398884568927031	0.25	0.136	1	"3"	"IFT80"
"RNU2-2P"	0.00127435248784113	0.595782577417925	0.286	0.161	1	"3"	"RNU2-2P"
"RECQL"	0.00130979879403475	0.411623043388198	0.312	0.184	1	"3"	"RECQL"
"RRP1B"	0.00131025115526407	0.668890998629727	0.25	0.137	1	"3"	"RRP1B"
"RPS6KA11"	0.00131783161982078	0.298339342235092	0.402	0.25	1	"3"	"RPS6KA1"
"MIR4426"	0.00133776090415265	0.590177930824793	0.446	0.295	1	"3"	"MIR4426"
"GCHFR"	0.00134326651832446	0.295649140334859	0.286	0.153	1	"3"	"GCHFR"
"SMS1"	0.0013664172269813	0.518756964401364	0.33	0.199	1	"3"	"SMS"
"EIF2S2P4"	0.00143955851305235	0.581066411391723	0.312	0.177	1	"3"	"EIF2S2P4"
"ZNF430"	0.00144093735981715	0.369000010420917	0.295	0.171	1	"3"	"ZNF430"
"EHD1"	0.001442972612327	0.367314659937055	0.589	0.41	1	"3"	"EHD1"
"CEP250"	0.00145810760418063	0.706592201071432	0.259	0.144	1	"3"	"CEP250"
"RPA2"	0.00146430912560343	0.259630515141049	0.393	0.236	1	"3"	"RPA2"
"KDM5B1"	0.00147159173693315	0.315266332797504	0.375	0.236	1	"3"	"KDM5B"
"NDUFAF31"	0.00150664339290924	0.259221384204736	0.411	0.254	1	"3"	"NDUFAF3"
"APH1A"	0.00151610528871183	0.308803428451649	0.286	0.163	1	"3"	"APH1A"
"AP3M1"	0.00168696072525467	0.348411717935898	0.268	0.148	1	"3"	"AP3M1"
"ISG15"	0.0017245546876841	0.534502986055953	0.643	0.435	1	"3"	"ISG15"
"EIF5AL1"	0.00179277118904204	0.338575729437173	0.446	0.303	1	"3"	"EIF5AL1"
"PTPN6"	0.00179446068519543	0.338642239227729	0.554	0.372	1	"3"	"PTPN6"
"TMEM261"	0.00181393243788516	0.533658909005224	0.304	0.172	1	"3"	"TMEM261"
"COMT"	0.001827175414973	0.333878980361021	0.321	0.182	1	"3"	"COMT"
"HLA-DQB2"	0.001833779200574	0.932021871923499	0.25	0.139	1	"3"	"HLA-DQB2"
"HEXB"	0.00184725183106394	0.286026664911645	0.348	0.21	1	"3"	"HEXB"
"LDHAP71"	0.00186364334063317	0.741616697983758	0.5	0.356	1	"3"	"LDHAP7"
"GADD45A"	0.00189911115843858	0.35253726512866	0.25	0.135	1	"3"	"GADD45A"
"SHMT2"	0.00191668658540474	0.373060555183258	0.304	0.176	1	"3"	"SHMT2"
"CUTA"	0.00194114931938944	0.265387719724171	0.688	0.482	1	"3"	"CUTA"
"ACOT13"	0.00201752465080784	0.622678618327964	0.357	0.245	1	"3"	"ACOT13"
