"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"HSPB1"	3.36710556387111e-41	4.13474468610026	0.842	0.39	8.94404250931083e-37	"2"	"HSPB1"
"HSPE1"	9.16518590414452e-41	3.46652291825634	0.921	0.457	2.43454833171791e-36	"2"	"HSPE1"
"HSPD1"	1.47331023416198e-40	3.75999960560384	0.904	0.47	3.91355397500446e-36	"2"	"HSPD1"
"FKBP4"	4.08358434703245e-39	3.18488156069663	0.605	0.128	1.08472251010223e-34	"2"	"FKBP4"
"HSPH1"	1.16806209186617e-38	4.03931014569851	0.842	0.39	3.1027233346241e-34	"2"	"HSPH1"
"HSP90AA1"	1.79537278958796e-37	3.78192121929639	0.965	0.886	4.76904874098251e-33	"2"	"HSP90AA1"
"HSP90AB1"	1.89543706513549e-37	3.07092494776323	0.991	0.777	5.03484947611939e-33	"2"	"HSP90AB1"
"CACYBP"	5.96598650581105e-35	2.74770350736016	0.904	0.48	1.58474499553859e-30	"2"	"CACYBP"
"HSPA1A"	1.25299043318891e-31	4.32182109089112	0.833	0.454	3.32831848767971e-27	"2"	"HSPA1A"
"AHSA1"	1.78973618953861e-30	2.84082673792124	0.781	0.37	4.75407624027142e-26	"2"	"AHSA1"
"CACYBPP2"	2.11162768661945e-29	3.06972094980438	0.702	0.264	5.60911662396723e-25	"2"	"CACYBPP2"
"RP11-1033A18.1"	2.45360904860431e-29	3.1386020495205	0.816	0.388	6.51752171580764e-25	"2"	"RP11-1033A18.1"
"DNAJA1"	2.96543450953788e-29	2.77139147063588	0.93	0.698	7.87708368768546e-25	"2"	"DNAJA1"
"BAG3"	1.53754952434812e-28	4.34127851406728	0.439	0.092	4.08419280152592e-24	"2"	"BAG3"
"ZFAND2A"	2.7724913057199e-28	2.9666263876943	0.5	0.119	7.36456865538377e-24	"2"	"ZFAND2A"
"SERPINH1"	1.05389517475467e-26	5.3303443751052	0.386	0.072	2.79946175270082e-22	"2"	"SERPINH1"
"HSP90AB3P"	1.92601343316383e-26	2.41886546843088	0.781	0.418	5.11606948251308e-22	"2"	"HSP90AB3P"
"HSP90AB2P"	5.80662200173273e-26	2.36932423540728	0.667	0.251	1.54241300232026e-21	"2"	"HSP90AB2P"
"NMB"	1.70149579858023e-24	2.8817647388916	0.474	0.119	4.51968328976865e-20	"2"	"NMB"
"CTNNAL1"	7.50636022352617e-23	3.41668854625653	0.281	0.042	1.99391446617526e-18	"2"	"CTNNAL1"
"TCP1P1"	8.21366294862909e-23	2.42202327387759	0.395	0.086	2.18179528904435e-18	"2"	"TCP1P1"
"DNAJA1P3"	1.96830971393117e-21	2.13101715123392	0.518	0.162	5.22842109311536e-17	"2"	"DNAJA1P3"
"TCP1"	6.68649846070472e-21	2.64782355815772	0.737	0.388	1.77613458611699e-16	"2"	"TCP1"
"UBB"	6.89201076823922e-21	2.41914570056504	0.939	0.868	1.83072482036738e-16	"2"	"UBB"
"HSP90AA4P"	7.21916813243635e-21	2.65007899328322	0.298	0.053	1.91762763101907e-16	"2"	"HSP90AA4P"
"RP11-762H8.4"	7.32149785451701e-21	2.4028806147372	0.316	0.059	1.94480947509535e-16	"2"	"RP11-762H8.4"
"PLIN2"	1.19306046124695e-20	3.32262593517535	0.728	0.366	3.16912650321027e-16	"2"	"PLIN2"
"UBC"	1.38788013298201e-20	1.83643308997467	0.991	0.984	3.68662599724011e-16	"2"	"UBC"
"GNA15"	1.61855171405366e-20	3.14309381036567	0.526	0.18	4.29935891804074e-16	"2"	"GNA15"
"HSPA8"	1.78491080710848e-20	1.96892821495818	0.974	0.969	4.74125857692225e-16	"2"	"HSPA8"
"RP11-138I1.4"	3.07736173628176e-20	2.31451916022636	0.912	0.82	8.17439598008524e-16	"2"	"RP11-138I1.4"
"DNAJA4"	2.22464527375213e-19	2.97456776332135	0.509	0.18	5.90932524066779e-15	"2"	"DNAJA4"
"CREM"	5.93958619066209e-18	2.04814793228567	0.851	0.6	1.57773227982557e-13	"2"	"CREM"
"RP1-232L22--B.1"	2.1036737827494e-17	2.24089772381186	0.535	0.208	5.58798866911723e-13	"2"	"RP1-232L22--B.1"
"GK3P"	7.08941172432598e-17	1.62694082935618	0.447	0.142	1.88316043633271e-12	"2"	"GK3P"
"HSPA1B"	9.17413192149595e-16	3.3084457984543	0.667	0.401	2.43692466230697e-11	"2"	"HSPA1B"
"UBBP4"	1.27967252264262e-15	2.053291496521	0.886	0.757	3.3991941218956e-11	"2"	"UBBP4"
"RP11-737O24.3"	1.29112629529947e-15	0.527724288817435	0.36	0.106	3.42961877820399e-11	"2"	"RP11-737O24.3"
"DNAJB6"	1.46487995596989e-15	2.09929403189233	0.781	0.497	3.89116062704282e-11	"2"	"DNAJB6"
"CHORDC1"	2.45928868385534e-15	2.31766888826245	0.649	0.34	6.53260853092493e-11	"2"	"CHORDC1"
"FAM13A"	5.60779413947437e-15	2.58789151494389	0.316	0.082	1.48959835726858e-10	"2"	"FAM13A"
"DDX3Y"	6.76094415905938e-15	1.33211998937358	0.596	0.257	1.79590959697094e-10	"2"	"DDX3Y"
"REL"	8.46846940374629e-15	2.29444939740201	0.746	0.466	2.24947952771713e-10	"2"	"REL"
"DEDD2"	2.22416698039841e-14	2.13793859415586	0.64	0.322	5.90805475003229e-10	"2"	"DEDD2"
"SOD1"	2.78737326680274e-14	1.29359627862734	0.939	0.764	7.40409960860813e-10	"2"	"SOD1"
"RP11-144L1.8"	4.06579073295955e-14	2.21049392698616	0.316	0.086	1.07999599239604e-09	"2"	"RP11-144L1.8"
"NUDC"	4.30143793574396e-14	1.85285596895914	0.772	0.462	1.14259095887167e-09	"2"	"NUDC"
"SOD2"	5.61219369716711e-14	2.52539641893284	0.658	0.393	1.4907670117785e-09	"2"	"SOD2"
"DNAJB1"	1.08230292826557e-13	2.73029123698467	0.921	0.804	2.87492126835183e-09	"2"	"DNAJB1"
"MRPL18"	1.09769748549647e-13	2.27870305110612	0.456	0.181	2.91581383072426e-09	"2"	"MRPL18"
"KPNA2"	1.98708044787671e-13	2.31638909411253	0.491	0.217	5.27828179369491e-09	"2"	"KPNA2"
"ANKRD37"	3.37709279332666e-13	2.04583770192194	0.316	0.091	8.97057158691361e-09	"2"	"ANKRD37"
"MOB4"	2.0205995099947e-12	2.18202793599491	0.491	0.216	5.36731847839893e-08	"2"	"MOB4"
"RGS2"	2.21068361471049e-12	2.1160247816218	0.754	0.452	5.87223888575547e-08	"2"	"RGS2"
"NOP58"	3.59434894013548e-12	1.47694149936343	0.904	0.704	9.54766908968188e-08	"2"	"NOP58"
"MYADM"	8.66405849124285e-12	1.69699123289359	0.632	0.327	2.30143385702884e-07	"2"	"MYADM"
"CCT4"	1.29713204710114e-11	1.72865291888004	0.632	0.371	3.44557185671477e-07	"2"	"CCT4"
"GK"	1.46368514543091e-11	2.2471811367351	0.658	0.428	3.88798685180812e-07	"2"	"GK"
"DNAJB4"	1.75665426298552e-11	2.4358608568624	0.412	0.165	4.66620071876844e-07	"2"	"DNAJB4"
"NFE2L2"	2.2223448392534e-11	1.91398671662159	0.614	0.365	5.90321459650882e-07	"2"	"NFE2L2"
"MXD1"	3.70336402669564e-11	1.82098763939972	0.412	0.16	9.83724586411163e-07	"2"	"MXD1"
"UBE2B"	4.12995374197643e-11	1.50647641934573	0.719	0.471	1.0970396124812e-06	"2"	"UBE2B"
"SNAP23"	5.53787825010029e-11	1.58514805693956	0.614	0.348	1.47102659957414e-06	"2"	"SNAP23"
"NUSAP1"	8.26602694809862e-11	1.7099043412205	0.368	0.141	2.19570473822344e-06	"2"	"NUSAP1"
"RP11-676M6.1"	1.41235250058778e-10	2.07372161930334	0.491	0.238	3.75163194731133e-06	"2"	"RP11-676M6.1"
"DUSP4"	1.43021904198357e-10	1.34265601318153	0.895	0.744	3.79909084122096e-06	"2"	"DUSP4"
"CYP51A1"	1.49310224314954e-10	2.12631470575437	0.404	0.167	3.96612748847812e-06	"2"	"CYP51A1"
"RELB"	1.51153542764637e-10	1.72804902301018	0.421	0.179	4.01509155645705e-06	"2"	"RELB"
"PPIL4"	1.6034279616509e-10	1.50298663681473	0.456	0.202	4.25918569453328e-06	"2"	"PPIL4"
"GEM"	3.0282781535078e-10	2.15786671869076	0.447	0.215	8.04401525916276e-06	"2"	"GEM"
"SLC38A2"	3.91624288621663e-10	1.89490245994571	0.684	0.449	1.04027159786572e-05	"2"	"SLC38A2"
"MB21D1"	5.16976262571955e-10	1.58248631115196	0.333	0.121	1.37324404626988e-05	"2"	"MB21D1"
"CD55"	5.87055276428966e-10	1.43446927586527	0.482	0.228	1.55939493077826e-05	"2"	"CD55"
"SNHG16"	7.16058028919911e-10	2.30343671969697	0.412	0.185	1.90206494221996e-05	"2"	"SNHG16"
"RANGAP1"	1.06799014411246e-09	1.55409249887073	0.553	0.29	2.83690221980594e-05	"2"	"RANGAP1"
"RP11-159J3.1"	1.20139474103334e-09	1.95142727385605	0.474	0.242	3.19126485060685e-05	"2"	"RP11-159J3.1"
"HSPE1-MOB4"	1.21691994060439e-09	2.59827868991792	0.342	0.139	3.23250443822745e-05	"2"	"HSPE1-MOB4"
"CDKN1A"	1.21792426362979e-09	2.05571483319346	0.526	0.271	3.2351722214798e-05	"2"	"CDKN1A"
"YPEL5"	1.30034753851597e-09	1.45175140218437	0.763	0.592	3.45411316655996e-05	"2"	"YPEL5"
"RP11-265N6.1"	1.39951463479124e-09	1.64963297933704	0.456	0.219	3.71753072439597e-05	"2"	"RP11-265N6.1"
"CCT3"	1.90989106762019e-09	1.37019143156775	0.675	0.42	5.07324364291951e-05	"2"	"CCT3"
"CNIH1"	2.11221082084224e-09	1.62203256842553	0.553	0.335	5.61066560340324e-05	"2"	"CNIH1"
"NR4A1"	2.22771597487774e-09	1.52482540443387	0.526	0.274	5.91748194406774e-05	"2"	"NR4A1"
"LDHAP7"	2.25150630073851e-09	0.8797661345043	0.614	0.343	5.98067618665169e-05	"2"	"LDHAP7"
"OSER1"	2.2759945155729e-09	1.93141117820867	0.395	0.178	6.0457242317163e-05	"2"	"OSER1"
"CD83"	2.67624858504773e-09	2.21555941758042	0.351	0.152	7.10891911646229e-05	"2"	"CD83"
"RAB11FIP1"	2.92538659316458e-09	0.948386675609784	0.737	0.457	7.77070440742307e-05	"2"	"RAB11FIP1"
"STIP1"	3.00762919370648e-09	1.2878091088708	0.667	0.404	7.98916542724253e-05	"2"	"STIP1"
"RHBDD2"	3.11077120644801e-09	1.27623525658755	0.746	0.511	8.26314155568786e-05	"2"	"RHBDD2"
"SQSTM1"	3.90900528087982e-09	1.55107411636033	0.737	0.536	0.000103834907276011	"2"	"SQSTM1"
"LMNA"	3.9823646867085e-09	1.64479415328216	0.526	0.284	0.000105783553173038	"2"	"LMNA"
"PDCL3"	3.99465608665005e-09	1.52769254044544	0.456	0.225	0.000106110049629685	"2"	"PDCL3"
"TUBB4B"	4.46531223482837e-09	1.34875173587164	0.614	0.382	0.000118612088893746	"2"	"TUBB4B"
"PGAP1"	7.18743625235094e-09	2.46858128996754	0.316	0.125	0.000190919869171198	"2"	"PGAP1"
"HSPA5"	8.07844389025743e-09	1.12645635700716	0.754	0.539	0.000214587705056908	"2"	"HSPA5"
"HNRNPC"	1.00624291775809e-08	0.819826233382964	0.956	0.915	0.000267288306244082	"2"	"HNRNPC"
"HNRNPCP2"	1.35695052738434e-08	0.958529959996179	0.86	0.711	0.000360446768589104	"2"	"HNRNPCP2"
"H3F3B"	1.35959202383117e-08	0.843449396737434	0.982	0.952	0.000361148429290273	"2"	"H3F3B"
"PRKY"	1.52218558778223e-08	0.737584787032902	0.289	0.104	0.000404338157682594	"2"	"PRKY"
"TAGLN2"	1.55381613388631e-08	0.921215803134309	0.877	0.698	0.00041274017964422	"2"	"TAGLN2"
"SMC41"	1.63493188297958e-08	0.97319191488632	0.535	0.294	0.000434286956075865	"2"	"SMC4"
"WDR74"	1.72371442643865e-08	2.00095482504533	0.5	0.299	0.0004578702630949	"2"	"WDR74"
"USPL1"	2.35314775813846e-08	1.55589121640413	0.307	0.12	0.000625066638994318	"2"	"USPL1"
"AHI11"	2.43495112826353e-08	1.24563862903049	0.5	0.261	0.000646796068200642	"2"	"AHI1"
"EIF5"	2.47814024492972e-08	1.2097623734315	0.737	0.536	0.000658268393260681	"2"	"EIF5"
"AHR"	2.89551103630367e-08	1.48454757332986	0.447	0.238	0.000769134596573343	"2"	"AHR"
"DCTN6"	2.97178854287861e-08	1.28994368837926	0.456	0.222	0.000789396190644845	"2"	"DCTN6"
"HYPK"	3.00555202068301e-08	1.4546528072283	0.395	0.187	0.000798364783254028	"2"	"HYPK"
"OAZ1"	3.09018224340095e-08	0.855125308362625	0.982	0.953	0.000820845109314594	"2"	"OAZ1"
"RP11-373L24.1"	3.83063795543141e-08	1.25976894167666	0.439	0.229	0.00101753236010125	"2"	"RP11-373L24.1"
"JMJD6"	3.85924567901106e-08	1.31712076165277	0.421	0.197	0.00102513142971571	"2"	"JMJD6"
"PAFAH1B21"	4.70709282719457e-08	0.928825894277251	0.719	0.453	0.00125034506768769	"2"	"PAFAH1B2"
"KDM6B"	5.50330788454797e-08	1.5342697958614	0.553	0.3	0.00146184367337248	"2"	"KDM6B"
"H2AFV"	6.29882629775045e-08	1.88244528336558	0.43	0.219	0.00167315722947145	"2"	"H2AFV"
"NFKB1"	7.57949025073676e-08	2.06674614807089	0.404	0.198	0.00201333999530321	"2"	"NFKB1"
"MORF4L2"	7.96428954495354e-08	1.5048773128337	0.57	0.354	0.00211555423182601	"2"	"MORF4L2"
"RP11-169K16.8"	8.55050013553097e-08	0.951785290122428	0.719	0.472	0.00227126935100109	"2"	"RP11-169K16.8"
"HSPA8P8"	9.77489682826616e-08	1.51934892987686	0.404	0.192	0.00259650584449234	"2"	"HSPA8P8"
"RP11-138A9.1"	9.94311279833119e-08	1.24790037308116	0.658	0.433	0.00264118905262071	"2"	"RP11-138A9.1"
"HSPA4"	1.05713511024613e-07	1.9067573202246	0.535	0.329	0.0028080679933468	"2"	"HSPA4"
"GLA"	1.19197662539488e-07	2.47337354036609	0.272	0.106	0.00316624751003642	"2"	"GLA"
"MTHFD21"	1.3856579107249e-07	1.39228164875697	0.605	0.401	0.00368072310825855	"2"	"MTHFD2"
"LAMTOR3"	1.72736597557647e-07	0.626572280359824	0.342	0.14	0.00458840224092377	"2"	"LAMTOR3"
"HSP90AA6P"	1.74845578485828e-07	1.65023057543544	0.307	0.128	0.00464442310131906	"2"	"HSP90AA6P"
"HSPA8P1"	1.88828108774514e-07	1.4695610646523	0.632	0.455	0.00501584105337741	"2"	"HSPA8P1"
"TIFA"	1.97463087225141e-07	1.95143024264324	0.368	0.181	0.00524521198596141	"2"	"TIFA"
"LIMA1"	2.38817668818729e-07	2.02833171592764	0.36	0.175	0.0063437137368319	"2"	"LIMA1"
"SELK"	2.47523491663597e-07	1.33581666273645	0.632	0.433	0.00657496650906013	"2"	"SELK"
"LARP4"	2.52987201205411e-07	1.80105062638691	0.36	0.174	0.00672009902561935	"2"	"LARP4"
"NEU1"	2.8743486287626e-07	1.7437211314773	0.395	0.201	0.0076351322625821	"2"	"NEU1"
"USP12"	3.72839816854318e-07	1.00999521940229	0.281	0.111	0.00990374405510124	"2"	"USP12"
"SLBP"	3.91087744274371e-07	1.23096538077571	0.395	0.19	0.0103884637511601	"2"	"SLBP"
"SDCBP"	4.10621816532273e-07	2.15316464241234	0.596	0.406	0.0109073473125468	"2"	"SDCBP"
"HCG4P5"	4.45836842074534e-07	0.486637485867253	0.86	0.629	0.0118427640360258	"2"	"HCG4P5"
"SH3TC1"	5.27595046570217e-07	1.76296429156553	0.421	0.226	0.0140145072220447	"2"	"SH3TC1"
"EIF1AD"	5.65908714208389e-07	1.0808542965121	0.368	0.176	0.0150322331755174	"2"	"EIF1AD"
"DENND4A1"	6.13165561421243e-07	0.749959642708573	0.43	0.229	0.0162875168080325	"2"	"DENND4A"
"HSPA8P5"	6.33510069643315e-07	1.06638163880464	0.395	0.194	0.0168279279799354	"2"	"HSPA8P5"
"RBBP8"	6.66827199866269e-07	2.25109015641753	0.281	0.118	0.0177129309100477	"2"	"RBBP8"
"CSRNP1"	7.05934163636375e-07	1.02943430175894	0.579	0.37	0.018751729188673	"2"	"CSRNP1"
"DNTTIP2"	7.390084921082e-07	2.08845379508418	0.386	0.204	0.0196302825758701	"2"	"DNTTIP2"
"PDZD8"	7.78744895849085e-07	1.68150597758539	0.281	0.115	0.0206858006684392	"2"	"PDZD8"
"UPF3B"	8.4106079672684e-07	1.57046705723406	0.351	0.168	0.0223410979434551	"2"	"UPF3B"
"ZNF331"	9.0267950071907e-07	1.17808812725978	0.807	0.64	0.0239778755776007	"2"	"ZNF331"
"STAT3"	9.14132012588261e-07	0.957034065846651	0.842	0.711	0.024282088650382	"2"	"STAT3"
"TNFRSF4"	9.41624489853958e-07	0.733803895325392	0.728	0.491	0.0250123713239907	"2"	"TNFRSF4"
"PPP1R15A"	1.16942702635648e-06	0.345191858652575	0.877	0.754	0.0310634901011073	"2"	"PPP1R15A"
"FTH1"	1.21170433550318e-06	1.63440750566001	1	0.982	0.0321865022639709	"2"	"FTH1"
"STX11"	1.26851095054192e-06	1.86241196540822	0.281	0.122	0.0336954563792451	"2"	"STX11"
"ZBTB1"	1.42103248198702e-06	1.65926986942885	0.482	0.301	0.0377468858190212	"2"	"ZBTB1"
"PITPNB"	1.56929924220774e-06	0.905233983688998	0.482	0.271	0.0416852957707642	"2"	"PITPNB"
"B4GALT1"	1.74826883712864e-06	1.15952465340763	0.877	0.746	0.0464392651206481	"2"	"B4GALT1"
"CCT6A"	2.0504434352512e-06	1.19978345138346	0.561	0.361	0.0544659289705777	"2"	"CCT6A"
"MAP1LC3B2"	2.19770575449826e-06	1.48821315211521	0.57	0.374	0.0583776579567372	"2"	"MAP1LC3B2"
"BHLHE401"	2.26140158588853e-06	1.33922229515684	0.526	0.344	0.0600696103259571	"2"	"BHLHE40"
"STAT5A"	2.26533276593831e-06	1.51002740594543	0.447	0.249	0.0601740342616194	"2"	"STAT5A"
"MKLN1-AS1"	2.44398840845704e-06	0.938521154558272	0.702	0.509	0.0649196640938444	"2"	"MKLN1-AS1"
"PDE3B"	2.44492227898487e-06	1.10993683876472	0.465	0.259	0.0649444704966751	"2"	"PDE3B"
"XBP1"	2.50770281411114e-06	1.20365387028079	0.298	0.135	0.0666121098512342	"2"	"XBP1"
"RGCC"	2.72233702023028e-06	1.53342457027249	0.456	0.264	0.072313438268377	"2"	"RGCC"
"PPP1R2"	3.01988450049045e-06	1.02709362458257	0.746	0.599	0.0802171919865279	"2"	"PPP1R2"
"ACAT2"	3.70850057019354e-06	1.71481821822235	0.263	0.113	0.098508900646051	"2"	"ACAT2"
"GSPT1"	3.73845727384955e-06	1.16756833472726	0.561	0.35	0.0993046405652656	"2"	"GSPT1"
"RSL1D1"	3.7582294818099e-06	0.920381815192258	0.605	0.409	0.0998298497253163	"2"	"RSL1D1"
"MAP1LC3B"	3.80167880646271e-06	0.945677724567194	0.64	0.461	0.100983994136069	"2"	"MAP1LC3B"
"ZNF326"	3.92802807483617e-06	1.66533263580098	0.263	0.112	0.104340209751873	"2"	"ZNF326"
"SAMSN1"	4.19837906443702e-06	0.758480443818534	0.763	0.555	0.111521543088641	"2"	"SAMSN1"
"BIRC3"	5.14682458660594e-06	1.20169998371811	0.842	0.753	0.136715101494014	"2"	"BIRC3"
"GPBP1"	5.2835062174244e-06	0.935828379104072	0.746	0.576	0.140345775653444	"2"	"GPBP1"
"RP11-51J9.5"	5.32661638063504e-06	0.729821716381441	0.404	0.202	0.141490910918809	"2"	"RP11-51J9.5"
"NR3C11"	5.45131200553059e-06	1.74075523534518	0.658	0.503	0.144803200802909	"2"	"NR3C1"
"HERPUD1"	5.59748554515056e-06	0.618163975367004	0.737	0.543	0.148686008535834	"2"	"HERPUD1"
"FAAH21"	5.742768698529e-06	0.900102639950893	0.482	0.297	0.152545164939026	"2"	"FAAH2"
"RP11-1100L3.8"	6.07713082332104e-06	1.08493325455573	0.36	0.186	0.161426826059877	"2"	"RP11-1100L3.8"
"CCT5"	6.41656689040744e-06	1.45565140455322	0.43	0.264	0.170443266309893	"2"	"CCT5"
"PIM1"	6.66638793086295e-06	1.26450156152438	0.579	0.356	0.177079262607513	"2"	"PIM1"
"RBM39"	6.80871113556215e-06	0.805908420349633	0.93	0.927	0.180859793893937	"2"	"RBM39"
"HBP1"	7.62695415547759e-06	1.43934221295582	0.5	0.332	0.202594783231951	"2"	"HBP1"
"HBS1L"	8.21580205535736e-06	1.22621308921358	0.535	0.352	0.218236349996458	"2"	"HBS1L"
"PPID"	9.26142475198322e-06	1.17505235197431	0.351	0.182	0.24601122568693	"2"	"PPID"
"RTN3"	9.72029737348504e-06	0.982929215844608	0.421	0.233	0.258200259131883	"2"	"RTN3"
"EMD"	1.07955668288924e-05	1.47628052116666	0.544	0.348	0.286762641675869	"2"	"EMD"
"LDHAP4"	1.11170765308309e-05	0.566250287533123	0.728	0.548	0.295302903888462	"2"	"LDHAP4"
"DAPP1"	1.15564990870154e-05	1.98598783764849	0.386	0.222	0.30697528524839	"2"	"DAPP1"
"ARID4B"	1.16160516598119e-05	0.806594221311892	0.789	0.621	0.308557180239585	"2"	"ARID4B"
"GOLGB1"	1.16747634629211e-05	1.09765533463915	0.518	0.323	0.310116741865574	"2"	"GOLGB1"
"ST13"	1.20493148606566e-05	0.747015108207112	0.684	0.474	0.32006595064362	"2"	"ST13"
"YBX1"	1.32971287783416e-05	0.988274903022095	0.474	0.286	0.353211631739087	"2"	"YBX1"
"NAF1"	1.33705611069192e-05	1.93466735041693	0.263	0.118	0.355162214683094	"2"	"NAF1"
"PTP4A11"	1.39301043369285e-05	1.21115464095786	0.64	0.426	0.370025361501833	"2"	"PTP4A1"
"H2AFZ"	1.54197274185191e-05	1.17849515604105	0.737	0.542	0.409594219418123	"2"	"H2AFZ"
"ELOVL5"	1.57562679597426e-05	1.13264956022752	0.684	0.532	0.418533745814642	"2"	"ELOVL5"
"SAP18"	1.60157157260149e-05	0.735817376338966	0.649	0.451	0.425425456830133	"2"	"SAP18"
"PPP1R2P3"	1.68895401687568e-05	1.06403326303226	0.456	0.273	0.448636855502688	"2"	"PPP1R2P3"
"FABP51"	1.75828346053713e-05	1.03483994396951	0.36	0.194	0.467052835622478	"2"	"FABP5"
"HNRNPUL1"	1.78336424135225e-05	1.05271565326229	0.675	0.505	0.473715043430397	"2"	"HNRNPUL1"
"INSIG1"	1.78911141181808e-05	1.46244770680529	0.368	0.21	0.475241664321237	"2"	"INSIG1"
"BCL10"	1.79221009150893e-05	1.04777920319716	0.482	0.3	0.476064766607518	"2"	"BCL10"
"ICAM1"	1.96015123844043e-05	1.53108137784264	0.281	0.133	0.52067497346693	"2"	"ICAM1"
"RIC8A"	2.03639856452642e-05	1.24815502074354	0.421	0.248	0.540928550695152	"2"	"RIC8A"
"DYNLL1"	2.0963212486873e-05	1.22564313281307	0.553	0.386	0.556845813288808	"2"	"DYNLL1"
"GRAMD3"	2.1256048723617e-05	1.18721878224533	0.298	0.147	0.564624422245438	"2"	"GRAMD3"
"GPN1"	2.21339363431574e-05	1.51553524525622	0.333	0.183	0.58794375108329	"2"	"GPN1"
"ATP2B1"	2.23506012107553e-05	0.969429008363534	0.439	0.254	0.593699019961293	"2"	"ATP2B1"
"JOSD1"	2.28290368776916e-05	1.71267007771452	0.316	0.159	0.606407706582122	"2"	"JOSD1"
"RP11-138A9.2"	2.30657060774313e-05	0.602167969792925	0.781	0.599	0.612694350534808	"2"	"RP11-138A9.2"
"RUNX21"	3.01690170600633e-05	1.62779079431863	0.342	0.184	0.801379600166462	"2"	"RUNX2"
"ISCA1"	3.17978650852937e-05	1.57149172444377	0.289	0.15	0.844646690260657	"2"	"ISCA1"
"HSPA8P9"	3.32483702966303e-05	0.499229610610917	0.395	0.227	0.883176460189391	"2"	"HSPA8P9"
"ELL2"	3.34958696569676e-05	1.22270701140251	0.307	0.153	0.889750785698032	"2"	"ELL2"
"HLA-J"	3.57977875661261e-05	1.57418475757188	0.939	0.892	0.950896631119007	"2"	"HLA-J"
"AZIN1"	3.63175611134967e-05	1.04037333698018	0.482	0.3	0.964703375857812	"2"	"AZIN1"
"FTH1P8"	3.80574424320805e-05	1.19690788958673	0.351	0.194	1	"2"	"FTH1P8"
"DNAJB11"	3.83269005804158e-05	0.643916432627329	0.526	0.351	1	"2"	"DNAJB11"
"MRPL47"	4.13609187200302e-05	1.31317873988356	0.289	0.145	1	"2"	"MRPL47"
"MBNL2"	4.15722191849822e-05	1.45900880174034	0.316	0.169	1	"2"	"MBNL2"
"PPP1CB"	4.17873759946114e-05	0.758887472542883	0.904	0.856	1	"2"	"PPP1CB"
"WSB11"	4.42409148504095e-05	0.893312716572119	0.746	0.61	1	"2"	"WSB1"
"USP36"	4.44404271286458e-05	1.15298024278523	0.605	0.436	1	"2"	"USP36"
"RP11-611O2.3"	4.45482261891301e-05	1.31349592995219	0.395	0.225	1	"2"	"RP11-611O2.3"
"WTAP"	4.6490567817922e-05	0.625096387837555	0.825	0.74	1	"2"	"WTAP"
"DUSP5"	5.11085097964553e-05	1.43864305992802	0.289	0.145	1	"2"	"DUSP5"
"EIF1"	5.48751923375222e-05	0.573258518649999	1	0.98	1	"2"	"EIF1"
"SUMO1P3"	5.53085040196693e-05	1.45726874252486	0.307	0.158	1	"2"	"SUMO1P3"
"CDC5L"	5.61769073427074e-05	0.860323154303314	0.342	0.182	1	"2"	"CDC5L"
"TMEM11"	5.62346198815731e-05	1.35246638525842	0.263	0.13	1	"2"	"TMEM11"
"ATP1B3"	6.27628200189914e-05	1.66954293446186	0.518	0.377	1	"2"	"ATP1B3"
"MUM1"	6.49956686009881e-05	0.88366435588255	0.272	0.134	1	"2"	"MUM1"
"SEC24A"	6.51413270659707e-05	1.31917029715621	0.254	0.125	1	"2"	"SEC24A"
"ADRM11"	6.8180124164735e-05	0.398411615538453	0.544	0.342	1	"2"	"ADRM1"
"RAP2B1"	7.35397954890593e-05	0.879685663595827	0.518	0.334	1	"2"	"RAP2B"
"LDHAP3"	7.43389880624158e-05	0.645857024060123	0.5	0.309	1	"2"	"LDHAP3"
"NINJ1"	7.58010366629955e-05	1.24929039078479	0.404	0.248	1	"2"	"NINJ1"
"UBE2K"	7.66865717671296e-05	0.868954941282615	0.474	0.296	1	"2"	"UBE2K"
"GNAS"	7.74488965672528e-05	0.659747575134004	0.86	0.771	1	"2"	"GNAS"
"TAF13"	7.83435610952319e-05	0.926755814055387	0.325	0.171	1	"2"	"TAF13"
"YWHAE"	7.92273739822067e-05	0.718005069776732	0.851	0.663	1	"2"	"YWHAE"
"POLR3E1"	8.27959707122681e-05	0.965125808558767	0.579	0.4	1	"2"	"POLR3E"
"GFPT1"	8.29327015026809e-05	1.14774222856507	0.316	0.164	1	"2"	"GFPT1"
"PPP4R21"	8.90597038092328e-05	0.385547929136463	0.395	0.227	1	"2"	"PPP4R2"
"GPX1"	9.25450246805829e-05	0.821934366914883	0.57	0.394	1	"2"	"GPX1"
"ESYT2"	9.61423159973494e-05	1.18854927353875	0.351	0.206	1	"2"	"ESYT2"
"METTL21A"	9.73376886582114e-05	1.20599237442628	0.316	0.17	1	"2"	"METTL21A"
"MRPL32"	0.000100766340153127	1.28406229325103	0.289	0.155	1	"2"	"MRPL32"
"SESN3"	0.000100871402334917	1.11723386469104	0.377	0.219	1	"2"	"SESN3"
"SLC5A3"	0.000106157137761738	0.995670238959973	0.368	0.213	1	"2"	"SLC5A3"
"EIF4A3"	0.000114783664127971	1.23563465288188	0.447	0.304	1	"2"	"EIF4A3"
